LSOA21CD,LSOA21NM,MSOA21CD,MSOA21NM,LSOA GVA Estimates (millions),LU_pct_large_2025_msoa,LU_pct_micro_2025_msoa,share_enterprises_kibs_2025_msoa,turnover_diversity_1-HHI_2025_msoa,employment_rate_per_pop,Urban_rura,Pct_Working_Age,log_GVA,Urban_rura_binary
E01015511,Swindon 010D,E02003221,Swindon 010,9.168,0.0,0.7555555555555555,0.1940298507462686,0.841308594,0.049325026,Urban,0.6910695742471443,2.215719159972384,1
E01015512,Swindon 028C,E02006849,Swindon 028,11.147,0.0,0.8448275862068966,0.4583333333333333,0.7708333333333334,0.075574365,Urban,0.6910519951632407,2.4111704034074863,1
E01015513,Swindon 004A,E02003215,Swindon 004,8.066,0.0,0.8888888888888888,0.3043478260869565,0.7334593572778827,0.050167224,Urban,0.7137123745819398,2.0876576964511764,1
E01015514,Swindon 004B,E02003215,Swindon 004,6.643,0.0,0.8888888888888888,0.3043478260869565,0.7334593572778827,0.078512397,Urban,0.531404959,1.893563668683104,1
E01015515,Swindon 004C,E02003215,Swindon 004,5.253,0.0,0.8888888888888888,0.3043478260869565,0.7334593572778827,0.0104384133611691,Urban,0.6228253305497564,1.6587993419718245,1
E01015516,Swindon 004D,E02003215,Swindon 004,25.349,0.0,0.8888888888888888,0.3043478260869565,0.7334593572778827,0.4041570438799076,Urban,0.5327174749807544,3.2327392815273543,1
E01015517,Swindon 004E,E02003215,Swindon 004,7.218,0.0,0.8888888888888888,0.3043478260869565,0.7334593572778827,0.0489826676714393,Urban,0.5516201959306707,1.9765779062205968,1
E01015518,Swindon 028D,E02006849,Swindon 028,8.509,0.0,0.8448275862068966,0.4583333333333333,0.7708333333333334,0.061898211829436,Urban,0.7159559834938102,2.14112442686742,1
E01015519,Swindon 001A,E02003212,Swindon 001,16.131,0.0,0.8870967741935484,0.3703703703703703,0.7927272727272727,0.098814229,Rural,0.5685111989459816,2.7807428864956507,0
E01015520,Swindon 001B,E02003212,Swindon 001,47.182,0.0,0.8870967741935484,0.3703703703703703,0.7927272727272727,0.4573170731707317,Rural,0.5853658536585366,3.8540124639246405,0
E01015521,Swindon 001C,E02003212,Swindon 001,94.153,0.0,0.8870967741935484,0.3703703703703703,0.7927272727272727,0.24240465416936,Rural,0.5843568196509373,4.544921118642248,0
E01015522,Swindon 001D,E02003212,Swindon 001,6.817,0.0,0.8870967741935484,0.3703703703703703,0.7927272727272727,0.0267175572519083,Rural,0.6160305343511451,1.9194194923806482,0
E01015523,Swindon 001E,E02003212,Swindon 001,21.086,0.0,0.8870967741935484,0.3703703703703703,0.7927272727272727,0.1663641863278886,Rural,0.5529340592861464,3.048609313154758,0
E01015524,Swindon 001F,E02003212,Swindon 001,4.977,0.0,0.8870967741935484,0.3703703703703703,0.7927272727272727,0.009033424,Rural,0.6278229448961157,1.6048272998764173,0
E01015525,Swindon 026A,E02006847,Swindon 026,7.426,0.0,0.9555555555555556,0.4545454545454545,0.730124392,0.0260586319218241,Urban,0.6664495114006515,2.0049873557548885,1
E01015526,Swindon 006A,E02003217,Swindon 006,9.077,0.0,0.9333333333333332,0.25,0.7462277091906722,0.045045045,Urban,0.6788931788931789,2.2057437415444903,1
E01015527,Swindon 007C,E02003218,Swindon 007,28.082,0.0,0.92,0.1904761904761904,0.756198347,0.2145308924485126,Urban,0.6189931350114416,3.3351288016924507,1
E01015528,Swindon 006B,E02003217,Swindon 006,9.359,0.0,0.9333333333333332,0.25,0.7462277091906722,0.0341841385597082,Urban,0.6381039197812215,2.2363384471751195,1
E01015529,Swindon 006C,E02003217,Swindon 006,14.488,0.0,0.9333333333333332,0.25,0.7462277091906722,0.1446759259259259,Urban,0.6278935185185185,2.673320720581112,1
E01015530,Swindon 006D,E02003217,Swindon 006,20.742,0.0,0.9333333333333332,0.25,0.7462277091906722,0.160183066361556,Urban,0.6270022883295194,3.0321606301675423,1
E01015532,Swindon 021D,E02003232,Swindon 021,25.173,0.0,0.8955223880597015,0.4067796610169492,0.7657550535077289,0.3394332939787485,Urban,0.691853601,3.225771991556042,1
E01015533,Swindon 024A,E02003235,Swindon 024,11.166,0.0,0.8764044943820225,0.4,0.783207819,0.081699346,Urban,0.5751633986928104,2.412873446888169,1
E01015534,Swindon 024B,E02003235,Swindon 024,81.715,0.0,0.8764044943820225,0.4,0.783207819,0.5156854318865493,Urban,0.6536312849162011,4.403237583545021,1
E01015535,Swindon 024C,E02003235,Swindon 024,354.575,0.0,0.8764044943820225,0.4,0.783207819,0.1551418439716312,Urban,0.6059397163120568,5.870919889180671,1
E01015537,Swindon 020A,E02003231,Swindon 020,17.395,0.0,0.9130434782608696,0.238095238095238,0.7619047619047619,0.1085776330076004,Urban,0.6644951140065146,2.856182808603905,1
E01015538,Swindon 016A,E02003231,Swindon 020,10.932,0.0,0.9130434782608696,0.238095238095238,0.7619047619047619,0.036919831,Urban,0.6482067510548524,2.3916942680658217,1
E01015539,Swindon 020B,E02003231,Swindon 020,6.161,0.0,0.9130434782608696,0.238095238095238,0.7619047619047619,0.008891523,Urban,0.6615293420272673,1.8182391020324336,1
E01015540,Swindon 020C,E02003231,Swindon 020,13.423,0.0,0.9130434782608696,0.238095238095238,0.7619047619047619,0.0506666666666666,Urban,0.6864,2.596969653505499,1
E01015541,Swindon 020D,E02003231,Swindon 020,14.903,0.0,0.9130434782608696,0.238095238095238,0.7619047619047619,0.1452720549392498,Urban,0.6370839936608558,2.701562534966656,1
E01015542,Swindon 020E,E02003231,Swindon 020,5.362,0.0,0.9130434782608696,0.238095238095238,0.7619047619047619,0.028301887,Urban,0.63081761,1.6793370398137675,1
E01015543,Swindon 003A,E02003214,Swindon 003,13.004,0.0,0.9375,0.25,0.7455621301775147,0.1311475409836065,Urban,0.6268852459016393,2.5652570024416588,1
E01015544,Swindon 003B,E02003214,Swindon 003,6.755,0.0,0.9375,0.25,0.7455621301775147,0.008319468,Urban,0.6195230171935663,1.910282971412162,1
E01015545,Swindon 003C,E02003214,Swindon 003,7.356,0.0,0.9375,0.25,0.7455621301775147,0.0196961170512099,Urban,0.6015756893640968,1.9955163067420747,1
E01015546,Swindon 003D,E02003214,Swindon 003,6.83,0.0,0.9375,0.25,0.7455621301775147,0.008042895,Urban,0.618230563,1.9213246735826988,1
E01015547,Swindon 008C,E02003219,Swindon 008,316.009,0.0112359550561797,0.8202247191011236,0.4052287581699346,0.8165685595567866,3.99400898652022,Rural,0.6255616575137294,5.755770694193994,0
E01015548,Swindon 008D,E02003219,Swindon 008,316.009,0.0112359550561797,0.8202247191011236,0.4052287581699346,0.8165685595567866,0.2374920835972134,Rural,0.62951235,5.755770694193994,0
E01015549,Swindon 009A,E02003220,Swindon 009,457.8,0.0111111111111111,0.7555555555555555,0.3134328358208955,0.835820896,0.9043927648578812,Urban,0.6408268733850129,6.126432407518466,1
E01015550,Swindon 009B,E02003220,Swindon 009,47.754,0.0111111111111111,0.7555555555555555,0.3134328358208955,0.835820896,0.3009362460989745,Urban,0.6121266161390995,3.8660628330517675,1
E01015551,Swindon 009C,E02003220,Swindon 009,457.8,0.0111111111111111,0.7555555555555555,0.3134328358208955,0.835820896,0.3951367781155015,Urban,0.6054711246200608,6.126432407518466,1
E01015552,Swindon 009D,E02003220,Swindon 009,184.911,0.0111111111111111,0.7555555555555555,0.3134328358208955,0.835820896,1.0546706844597504,Urban,0.6530348687042618,5.219874628240613,1
E01015553,Swindon 009E,E02003220,Swindon 009,10.99,0.0111111111111111,0.7555555555555555,0.3134328358208955,0.835820896,0.1194539249146757,Urban,0.6662116040955631,2.39698576841553,1
E01015554,Swindon 009F,E02003220,Swindon 009,11.272,0.0111111111111111,0.7555555555555555,0.3134328358208955,0.835820896,0.1094890510948905,Urban,0.5956204379562043,2.422321774596379,1
E01015555,Swindon 005A,E02003216,Swindon 005,11.777,0.0,0.8571428571428571,0.2558139534883721,0.7664399092970522,0.119945167923235,Urban,0.5901302261823167,2.4661484768594115,1
E01015556,Swindon 005B,E02003216,Swindon 005,24.611,0.0,0.8571428571428571,0.2558139534883721,0.7664399092970522,0.2022926500337154,Urban,0.6399190829399866,3.2031934974660934,1
E01015557,Swindon 005C,E02003216,Swindon 005,24.269,0.0,0.8571428571428571,0.2558139534883721,0.7664399092970522,0.1906318082788671,Urban,0.6122004357298475,3.1891998157581996,1
E01015558,Swindon 005D,E02003216,Swindon 005,8.066,0.0,0.8571428571428571,0.2558139534883721,0.7664399092970522,0.055123217,Urban,0.585603113,2.0876576964511764,1
E01015559,Swindon 005E,E02003216,Swindon 005,11.688,0.0,0.8571428571428571,0.2558139534883721,0.7664399092970522,0.1186440677966101,Urban,0.6176271186440678,2.4585626744483986,1
E01015560,Swindon 005F,E02003216,Swindon 005,20.749,0.0,0.8571428571428571,0.2558139534883721,0.7664399092970522,0.1606241395135383,Urban,0.6773749426342359,3.032498052744314,1
E01015561,Swindon 014A,E02003225,Swindon 014,251.871,0.0119047619047619,0.75,0.4307692307692308,0.8411672978391624,1.0903426791277258,Urban,0.6672897196261682,5.528917051681544,1
E01015562,Swindon 011A,E02003222,Swindon 011,18.859,0.0,0.9032258064516128,0.2857142857142857,0.7653061224489797,0.1558171745152354,Urban,0.7126038781163435,2.936990253530228,1
E01015563,Swindon 011B,E02003222,Swindon 011,8.853,0.0,0.9032258064516128,0.2857142857142857,0.7653061224489797,0.0618131868131868,Urban,0.6792582417582418,2.180756384628912,1
E01015564,Swindon 014B,E02003225,Swindon 014,251.871,0.0119047619047619,0.75,0.4307692307692308,0.8411672978391624,4.438642297650131,Urban,0.6631853785900783,5.528917051681544,1
E01015565,Swindon 011C,E02003222,Swindon 011,15.312,0.0,0.9032258064516128,0.2857142857142857,0.7653061224489797,0.1221214235868806,Urban,0.6789951151430565,2.7286368347105983,1
E01015566,Swindon 011D,E02003222,Swindon 011,11.995,0.0,0.9032258064516128,0.2857142857142857,0.7653061224489797,0.095419847,Urban,0.6921119592875318,2.4844898962916577,1
E01015567,Swindon 014C,E02003225,Swindon 014,36.07,0.0119047619047619,0.75,0.4307692307692308,0.8411672978391624,0.2372479240806643,Urban,0.6500593119810202,3.5854614949154477,1
E01015568,Swindon 014D,E02003225,Swindon 014,520.949,0.0119047619047619,0.75,0.4307692307692308,0.8411672978391624,1.719114219114219,Urban,0.7068764568764568,6.255652148286334,1
E01015569,Swindon 022D,E02003233,Swindon 022,24.916,0.02739726,0.7671232876712328,0.2962962962962963,0.8415637860082306,0.5179558011049724,Urban,0.6312154696132597,3.215510167391899,1
E01015570,Swindon 022E,E02003233,Swindon 022,24.916,0.02739726,0.7671232876712328,0.2962962962962963,0.8415637860082306,0.1074498567335243,Urban,0.6726361031518625,3.215510167391899,1
E01015571,Swindon 022F,E02003233,Swindon 022,9.311,0.02739726,0.7671232876712328,0.2962962962962963,0.8415637860082306,0.06866417,Urban,0.5705368289637952,2.2311964969063927,1
E01015572,Swindon 016B,E02003227,Swindon 016,11.495,0.0,0.75,0.25,0.7916666666666666,0.1130561633843909,Urban,0.674690007,2.441912158215145,1
E01015573,Swindon 016C,E02003227,Swindon 016,36.872,0.0,0.75,0.25,0.7916666666666666,0.1662510390689942,Urban,0.6683291770573566,3.607452455418207,1
E01015574,Swindon 017C,E02003228,Swindon 017,17.479,0.0,0.8,0.3658536585365853,0.8350459707950243,0.1227747084100675,Urban,0.6384284837323512,2.8610001603529494,1
E01015575,Swindon 016D,E02003227,Swindon 016,30.818,0.0,0.75,0.25,0.7916666666666666,0.3150481838398813,Urban,0.6382505559673832,3.4280989348596616,1
E01015576,Swindon 017D,E02003228,Swindon 017,74.525,0.0,0.8,0.3658536585365853,0.8350459707950243,0.1360338573155985,Urban,0.596130593,4.311134639564135,1
E01015578,Swindon 012B,E02003223,Swindon 012,202.928,0.0123456790123456,0.7469135802469136,0.2612612612612612,0.8223140495867769,1.660735469,Urban,0.7516805061289047,5.3128512363250735,1
E01015579,Swindon 012C,E02003223,Swindon 012,26.329,0.0123456790123456,0.7469135802469136,0.2612612612612612,0.8223140495867769,0.1868890166762507,Urban,0.6837262794709603,3.270670993295904,1
E01015580,Swindon 007D,E02003218,Swindon 007,10.626,0.0,0.92,0.1904761904761904,0.756198347,0.029568303,Urban,0.6303962152572442,2.3633038280287515,1
E01015581,Swindon 012D,E02003223,Swindon 012,222.95,0.0123456790123456,0.7469135802469136,0.2612612612612612,0.8223140495867769,2.3959646910466583,Urban,0.6431273644388399,5.406947531073485,1
E01015582,Swindon 012E,E02003223,Swindon 012,104.261,0.0123456790123456,0.7469135802469136,0.2612612612612612,0.8223140495867769,1.8758374274229568,Urban,0.662795891,4.646897370700063,1
E01015584,Swindon 025B,E02003236,Swindon 025,12.988,0.0,0.8773584905660378,0.3666666666666666,0.7713580246913581,0.2123142250530785,Rural,0.5194621372965322,2.5640258542405996,0
E01015585,Swindon 025C,E02003236,Swindon 025,69.096,0.0,0.8773584905660378,0.3666666666666666,0.7713580246913581,0.5667729365922777,Rural,0.6323060573857598,4.235496841977985,0
E01015586,Swindon 025D,E02003236,Swindon 025,8.566,0.0,0.8773584905660378,0.3666666666666666,0.7713580246913581,0.062684366,Rural,0.497787611,2.1478008791931793,0
E01015587,Swindon 025E,E02003236,Swindon 025,26.866,0.0,0.8773584905660378,0.3666666666666666,0.7713580246913581,0.2280042918454935,Rural,0.5761802575107297,3.2908615466408215,0
E01015588,Swindon 025F,E02003236,Swindon 025,15.173,0.0,0.8773584905660378,0.3666666666666666,0.7713580246913581,0.1423690205011389,Rural,0.5905466970387244,2.719517532543104,0
E01032700,Swindon 026B,E02006847,Swindon 026,8.302,0.0,0.9555555555555556,0.4545454545454545,0.730124392,0.0277008310249307,Urban,0.667590028,2.116496449630847,1
E01032701,Swindon 027A,E02006848,Swindon 027,10.113,0.0,0.9523809523809524,0.4390243902439024,0.7375,0.078492936,Urban,0.7605965463108321,2.3138217249200332,1
E01032702,Swindon 027B,E02006848,Swindon 027,12.622,0.0,0.9523809523809524,0.4390243902439024,0.7375,0.102184637,Urban,0.6772374911909795,2.535441323162048,1
E01032703,Swindon 026C,E02006847,Swindon 026,7.717,0.0,0.9555555555555556,0.4545454545454545,0.730124392,0.1211387038158691,Urban,0.6826165960024227,2.043425687475466,1
E01032704,Swindon 027C,E02006848,Swindon 027,13.823,0.0,0.9523809523809524,0.4390243902439024,0.7375,0.088250126,Urban,0.7170953101361573,2.6263338714822204,1
E01032705,Swindon 026D,E02006847,Swindon 026,7.855,0.0,0.9555555555555556,0.4545454545454545,0.730124392,0.0396341463414634,Urban,0.7134146341463414,2.0611502717075845,1
E01032706,Swindon 021E,E02003232,Swindon 021,8.705,0.0,0.8955223880597015,0.4067796610169492,0.7657550535077289,0.045620438,Urban,0.7262773722627737,2.163897573220152,1
E01032707,Swindon 021F,E02003232,Swindon 021,40.928,0.0,0.8955223880597015,0.4067796610169492,0.7657550535077289,0.3328578221588207,Urban,0.6405135520684736,3.7118144253964322,1
E01032708,Swindon 012F,E02003223,Swindon 012,74.089,0.0123456790123456,0.7469135802469136,0.2612612612612612,0.8223140495867769,0.6504065040650406,Urban,0.7544715447154472,4.305267073239355,1
E01032709,Swindon 026E,E02006847,Swindon 026,8.474,0.0,0.9555555555555556,0.4545454545454545,0.730124392,0.060565276,Urban,0.7375504710632571,2.1370026522043677,1
E01032710,Swindon 028E,E02006849,Swindon 028,90.29,0.0,0.8448275862068966,0.4583333333333333,0.7708333333333334,1.1412268188302426,Urban,0.7068473609129815,4.503026712319388,1
E01032711,Swindon 027D,E02006848,Swindon 027,10.113,0.0,0.9523809523809524,0.4390243902439024,0.7375,0.0462427745664739,Urban,0.7294797687861272,2.3138217249200332,1
E01032712,Swindon 027E,E02006848,Swindon 027,19.897,0.0,0.9523809523809524,0.4390243902439024,0.7375,0.092250923,Urban,0.7052070520705207,2.990568966597111,1
E01032713,Swindon 026F,E02006847,Swindon 026,22.418,0.0,0.9555555555555556,0.4545454545454545,0.730124392,0.2219626168224299,Urban,0.7308411214953271,3.1098642075989034,1
E01032714,Swindon 019E,E02003230,Swindon 019,123.529,0.0,0.7969924812030075,0.2978723404255319,0.8097506925207756,1.1491851232762222,Urban,0.7680735478478897,4.81647594631641,1
E01032715,Swindon 019F,E02003230,Swindon 019,57.034,0.0,0.7969924812030075,0.2978723404255319,0.8097506925207756,1.0471204188481675,Urban,0.7349476439790575,4.04364758123244,1
E01032716,Swindon 012G,E02003223,Swindon 012,138.002,0.0123456790123456,0.7469135802469136,0.2612612612612612,0.8223140495867769,1.536231884057971,Urban,0.7176811594202899,4.927268177805809,1
