LSOA GVA Estimates (millions),LU_pct_micro_2025_msoa,LU_pct_small_2025_msoa,LU_pct_medium_2025_msoa,LU_pct_large_2025_msoa,enterprises_per_1k_residents_2025,total_enterprises_2025_msoa,turnover_diversity_1-HHI_2025_msoa,LU_diversity_1-HHI_2025,share_enterprises_creative_2025_msoa,share_enterprises_foundational_2025_msoa,share_enterprises_green_aligned_2025_msoa,share_enterprises_industrial_2025_msoa,share_enterprises_kibs_2025_msoa,share_enterprises_anchor_2025_msoa,share_enterprises_public_2025_msoa,share_enterprises_private_2025_msoa,employment_rate_per_pop,full_to_part_ratio,total_employees,Apprenticeship %,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills %","Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma %","Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma %","Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy) %",No qualifications %,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown) %",IMD_decile,Income_decile,Employment_decile,Education_decile,AdultSkills_decile,Percentage of connections receiving less than 10Mbit/s broadband,Average download speed (Mbit/s),Percentage of homes unable to receive at least 30Mbit/s broadband,bus_stop_density,dist_to_primary_m,Mid-2024 population,Working_Age_Pop,Pct_Working_Age,LSOA21CD,LSOA21NM,MSOA21CD,MSOA21NM,area_km2,LU_micro_2025_msoa,LU_small_2025_msoa,LU_medium_2025_msoa,LU_large_2025_msoa,LU_total_2025_msoa,full_time_employees,part_time_employees,log_full_time_employees,log_total_employees,log_part_time_employees,log_Working_Age_Pop,log_Mid-2024 population,log_area_km2,log_dist_to_primary_m,log_bus_stop_density,log_enterprises_per_1k_residents_2025,log_total_enterprises_2025_msoa,log_LU_micro_2025_msoa,log_LU_small_2025_msoa,log_LU_medium_2025_msoa,log_LU_large_2025_msoa,log_LU_total_2025_msoa,log_LSOA GVA Estimates (millions),gva_per_capita,gva_per_worker,log_gva_per_worker,employees_per_enterprise,full_time_share,log_gva_per_capita,log_employees_per_enterprise,Urban_rura_Urban,RUC21NM_Larger rural: Nearer to a major town or city,RUC21NM_Smaller rural: Further from a major town or city,RUC21NM_Smaller rural: Nearer to a major town or city,RUC21NM_Urban: Further from a major town or city,RUC21NM_Urban: Nearer to a major town or city
15.064,-0.2225381803937283,0.2041654679577677,0.4393847261895929,-0.566902634222329,105.4481546572935,240,-0.4921560351939623,0.1776947819151577,0.5526873968259429,0.1247913770666619,-0.7574986720902371,-0.8319006002221051,0.3277831475143853,0.7328291961814616,-0.4684904904912254,0.4684904898168781,-0.4797125274049829,0.0640247574909032,80,0.0345574719627068,-0.2432878496189449,0.3696794249353158,0.7543650754211998,-0.3753805014489283,-0.9528386024673506,-0.2735267231343479,1.1069371394734977,0.7888991004103222,1.0420379607057986,0.9621369425235284,0.8890947439495654,-0.1551825614066508,0.8733997246121564,-0.2602244843772746,3.849735190736679,617.7141308336493,2276,1519,0.2786214523139009,E01015471,Swindon 028A,E02006849,Swindon 028,1.2987906316338629,245,35,10,0,290,30,50,-1.096316108017725,-1.1713940512810848,-1.152920611211676,1.1704975321708944,1.2288921768287375,-0.4275140256833551,0.1593244852259434,0.3151491333122203,-0.9760846209395366,-0.4817042774855797,-0.4576015098193355,-0.0571867916596543,0.2533797803321558,-0.642865727551799,-0.4131582966949514,2.7765807435093186,0.0066186291739894,188300.0,12.145797025305598,0.3333333333333333,0.2637352381242579,0.0065968222164768,-0.8971761172413021,1.0,0.0,0.0,0.0,0.0,1.0
495.26,-0.5956040470931775,0.6077657371728288,0.1012789930610056,1.1889750862237116,351.4010105649977,765,0.7813003889248701,1.4969156632008105,0.1417116362752216,-0.273257752817591,0.4211956747534409,0.4060546786674771,-0.2140932459950077,0.0333973276912583,0.2968366476975155,-0.2968366145171101,4.537043466914662,-0.9332087920024582,10250,0.8953246786492605,-0.4277891062103725,0.5554478600701944,0.4123011805247226,-0.6657254782465215,-0.1789133098796401,-0.0662539891600285,-0.1273202393169789,-0.0048162338242389,-0.1946004640972422,-0.1339010860101869,0.5329381717500311,0.4940620268188294,-1.7221555256220675,5.827824218325733,0.93727696562085,574.6975359805348,2177,1334,-0.6084349943945382,E01015473,Swindon 008A,E02003219,Swindon 008,39.4760581526628,730,125,25,10,890,2250,8000,2.4038491278629603,2.604481146083318,2.6603166497099786,0.6921986635837344,1.0388005421866402,1.9541174434927504,0.0971290966852975,-0.8607514831481432,1.1024026421496522,1.527478598568466,1.5489157731208691,1.4039291482905134,1.0960686800138528,1.9426312842964764,1.559639040702092,6.207099982931871,0.2274965548920532,48318.04878048781,10.785581146580652,13.398692810457517,-1.088412619919465,0.204976774077348,2.577193044866563,0.0,0.0,0.0,1.0,0.0,0.0
99.694,-0.5454933007555959,0.6226156202039248,-0.1399151502510483,1.2716046260094134,124.29831595829992,310,1.1660072368139054,0.6828453994318741,-1.572265609891108,1.8398878583651712,-0.9337843351824272,-1.0656129399004426,-1.3865900577572663,0.0005794133034124,-0.4684904904912254,0.4684904898168781,0.2358286253686445,-1.291691440513144,1750,-0.1902599666723395,4.065217651635055,0.1539745853207523,-1.294089234224744,-1.478933439049577,1.0196212090759262,6.499181249903779,-1.3615776181074557,-0.7985315680588001,-0.1946004640972422,-1.595285124055141,-1.9601578336467087,-0.1551825614066508,0.5774007921470818,-0.2602244843772746,18.02783961,350.5101129560774,2494,1778,1.0176371958864143,E01015475,Swindon 015A,E02003226,Swindon 015,0.554697635,350,60,10,5,425,250,1500,0.6120227449822685,1.2260218769634368,1.3980855260487752,1.7503758842525037,1.6198793086772325,-0.7522541611446536,-0.3286733086010239,2.066849366465856,-0.6930072409087589,-0.0386568069858768,0.1972858390938725,0.5578750415473739,0.2533797803321558,1.2890738388637537,0.2587367601263027,4.612086215029821,0.0399735364875701,56968.0,10.950262539222262,5.645161290322581,-1.7550177264060065,0.0391952671445056,1.448131890358112,1.0,0.0,0.0,0.0,0.0,1.0
19.806,-0.5454933007555959,0.6226156202039248,-0.1399151502510483,1.2716046260094134,171.36539524599226,310,1.1660072368139054,0.6828453994318741,-1.572265609891108,1.8398878583651712,-0.9337843351824272,-1.0656129399004426,-1.3865900577572663,0.0005794133034124,-0.4684904904912254,0.4684904898168781,-0.3690874428149862,1.3154550941100236,250,1.121682829186363,1.0475384604192453,0.6869481983894447,-0.7486979301796595,-1.0779394347428215,1.0736065423056622,1.6484940065426097,-1.3615776181074557,-1.1953892351760806,-1.4312388889002832,-1.2299391145439025,-1.6040012614471744,-0.1551825614066508,0.7164220463898638,-0.2602244843772746,8.041326649150886,473.1268036429945,1809,1288,1.002772965925905,E01015477,Swindon 015C,E02003226,Swindon 015,0.6217879484510145,350,60,10,5,425,125,125,0.0490980787387441,-0.2891775207491528,-0.4707113397823521,0.5629686834321442,0.2473315030411763,-0.7171746649865274,-0.0704041010158256,1.1133341683188571,-0.1392832427340109,-0.0386568069858768,0.1972858390938725,0.5578750415473739,0.2533797803321558,1.2890738388637537,0.2587367601263027,3.035241406648704,0.0109485903814262,79224.0,11.28004718455912,0.8064516129032258,1.3507560651790154,0.0108890884797641,-0.4537532926594826,1.0,0.0,0.0,0.0,0.0,1.0
194.209,0.5461730478165714,-0.7366826214526325,0.1944071665007671,-0.566902634222329,181.31530424093424,295,-0.6335561899847745,0.6285644989381168,-0.0055629704112364,0.3836678854829149,-0.2679111315207995,-0.182825414090786,-0.198267911947275,0.1282355464880002,-0.4684904904912254,0.4684904898168781,-0.2205280310978237,-0.2488328266638767,450,1.1522244516901765,0.7442717370451442,0.6581785934009224,0.1583047804195671,-0.5901723437974059,0.4177315982001445,0.2468051973302173,-0.1273202393169789,-0.4016739009415195,-0.1946004640972422,-0.8645931050326638,-0.8916881170481059,0.0635846291429091,1.3128489283154048,-0.1952275231384524,3.747640112724047,58.39821858255132,1627,1132,0.7391276164206667,E01015478,Swindon 021A,E02003232,Swindon 021,1.6010075192729163,300,25,10,0,335,150,300,0.1969397530134292,0.1679311098679398,0.1861332158271469,0.0875492892270538,-0.2058536923242781,-0.3249563877680928,-1.8632330032230784,0.2878846899100749,-0.0418430344412477,-0.1245458808976504,-0.085845723734032,-0.4367317402647016,0.2533797803321558,-0.642865727551799,-0.1596649919092358,5.274070779473495,0.1193663183773816,431575.5555555556,12.975200191047264,1.5254237288135593,-0.0986050375606613,0.1127627380259961,0.0354627986340049,1.0,0.0,0.0,0.0,0.0,1.0
13.183,-0.5454933007555959,0.6226156202039248,-0.1399151502510483,1.2716046260094134,103.43677010343676,310,1.1660072368139054,0.6828453994318741,-1.572265609891108,1.8398878583651712,-0.9337843351824272,-1.0656129399004426,-1.3865900577572663,0.0005794133034124,-0.4684904904912254,0.4684904898168781,-0.4368513288750805,0.6897399258004636,225,0.0628393543623968,4.018066715022421,0.1720531894737076,-1.4025105901140824,-1.6090064902780237,1.84606619027208,10.166627150756211,-1.3615776181074557,-1.1953892351760806,0.6298251524381183,-1.595285124055141,-1.9601578336467087,-0.1551825614066508,0.5281187244966995,-0.2602244843772746,10.030860486006317,317.00429028835686,2997,2259,1.6808341773166664,E01015480,Swindon 015D,E02003226,Swindon 015,0.2990770337385501,350,60,10,5,425,100,125,-0.1315496790752792,-0.3710166287744642,-0.4707113397823521,2.632362128001359,2.40526091527274,-0.9014021992286808,-0.4151325927730287,1.368200754294041,-1.0092057727385748,-0.0386568069858768,0.1972858390938725,0.5578750415473739,0.2533797803321558,1.2890738388637537,0.2587367601263027,2.6520440643124705,0.0043987320653987,58591.11111111111,10.978355343825374,0.7258064516129032,0.867635697599123,0.0043890859203673,-0.5204385395199863,1.0,0.0,0.0,0.0,0.0,1.0
15.851,0.7924636264578503,-0.4587258647361554,-1.3843371070494557,-0.566902634222329,85.91065292096219,150,-1.1519203076018991,-2.229689485270823,-0.6450133910647319,1.710164197234229,-0.2890824940792279,-0.2108935427798505,-1.6279738050595158,1.3813933129360425,-0.4684904904912254,0.4684904898168781,-0.3329918988405466,-0.2488328266638767,300,0.9636113542797516,1.194518335454246,2.3522650646745302,0.6495685824033641,-1.028191500434809,0.4057580363280984,-0.806831968188828,0.2840988869465133,-0.0048162338242389,0.217612344170438,-0.4992470955214254,-0.5355315448485717,-0.1551825614066508,0.0171643697890868,-0.2602244843772746,8.392788313000466,636.0191069433178,1746,1136,0.0063307344099017,E01015481,Swindon 013A,E02003224,Swindon 013,0.8340493932340661,155,15,0,0,170,100,200,-0.1315496790752792,-0.1474794134981419,-0.1184472996013085,0.1005378001975488,0.0958337756651969,-0.615047641439201,0.1844891331143114,1.1622034804754398,-1.3281573056918845,-1.29400048765646,-1.296766590307472,-1.0029866715235958,-2.0956980584016613,-0.642865727551799,-1.3504568025857666,2.8244100022184053,0.0090784650630011,52836.66666666666,10.87497959919544,2.0,-0.0986050375606613,0.0090375035243307,0.2869061696319571,1.0,0.0,0.0,0.0,0.0,1.0
77.772,0.7924636264578503,-0.4587258647361554,-1.3843371070494557,-0.566902634222329,118.01730920535012,150,-1.1519203076018991,-2.229689485270823,-0.6450133910647319,1.710164197234229,-0.2890824940792279,-0.2108935427798505,-1.6279738050595158,1.3813933129360425,-0.4684904904912254,0.4684904898168781,-0.1627017875331329,-1.656691955360387,420,1.985737516773312,2.019648688462421,1.1767946810585963,0.6528621522716949,-1.258416103594656,0.8303847905760536,-0.182967744269738,0.6955180132100055,1.1857567675276026,0.217612344170438,-0.4992470955214254,-0.8916881170481059,-0.1551825614066508,1.3058361489771109,-0.2602244843772746,8.119900544051017,457.72282177183774,1271,788,-0.4912889977549963,E01015482,Swindon 013B,E02003224,Swindon 013,0.8620795244996561,155,15,0,0,170,20,400,-1.4144364491315344,0.1142381516832842,0.4024980398584202,-1.2460731460256855,-1.2610954132927794,-0.6024536854754355,-0.0989109458950499,1.1244224366226652,-0.7823000343845122,-1.29400048765646,-1.296766590307472,-1.0029866715235958,-2.0956980584016613,-0.642865727551799,-1.3504568025857666,4.36655760376995,0.0611896144767899,185171.42857142852,12.12904271630703,2.8,-2.5832240708286784,0.0593905566493048,0.632069981910966,1.0,0.0,0.0,0.0,0.0,1.0
7.25,0.7924636264578503,-0.4587258647361554,-1.3843371070494557,-0.566902634222329,109.7293343087052,150,-1.1519203076018991,-2.229689485270823,-0.6450133910647319,1.710164197234229,-0.2890824940792279,-0.2108935427798505,-1.6279738050595158,1.3813933129360425,-0.4684904904912254,0.4684904898168781,-0.4585476930370606,-0.2488328266638767,75,3.631428259145911,1.7818678549178462,0.7168629318058243,0.3019667770473386,-1.3062091770732356,1.5159284577303191,1.70285263351986,0.6955180132100055,0.7888991004103222,0.6298251524381183,-0.1339010860101869,-0.8916881170481059,-0.1551825614066508,1.0220544016554771,-0.2602244843772746,10.631361718817264,382.94573612391787,1367,783,-1.257667044522826,E01015483,Swindon 013C,E02003224,Swindon 013,0.7524906227054794,155,15,0,0,170,25,50,-1.239986097165651,-1.2210942781769651,-1.152920611211676,-1.269502889101462,-0.949950392462375,-0.6528175288728356,-0.2524942204915273,1.4361275317896909,-0.9076229341762722,-1.29400048765646,-1.296766590307472,-1.0029866715235958,-2.0956980584016613,-0.642865727551799,-1.3504568025857666,2.110213200346589,0.0053035844915874,96666.66666666669,11.479034258068626,0.5,-0.0986050375606613,0.0052895700168201,-0.7251948500175874,1.0,0.0,0.0,0.0,0.0,1.0
77.772,0.7924636264578503,-0.4587258647361554,-1.3843371070494557,-0.566902634222329,102.59917920656636,150,-1.1519203076018991,-2.229689485270823,-0.6450133910647319,1.710164197234229,-0.2890824940792279,-0.2108935427798505,-1.6279738050595158,1.3813933129360425,-0.4684904904912254,0.4684904898168781,-0.4440177713298655,1.3154550941100236,100,2.3820834020487425,1.1152810686377654,0.7040701405543418,0.2987480383259821,-1.360393043185046,1.6151757796768125,2.1489999085353237,0.6955180132100055,0.7888991004103222,0.217612344170438,-0.4992470955214254,-0.8916881170481059,-0.1551825614066508,0.7813178642047308,-0.2602244843772746,2.6898130792162727,1005.4758685580172,1462,839,-1.2400606510231535,E01015484,Swindon 013D,E02003224,Swindon 013,0.7435460907873708,155,15,0,0,170,50,50,-0.6896746243019372,-0.9992638372222562,-1.152920611211676,-1.0152306151776227,-0.6628387215854661,-0.6570662517447968,0.5792776972339471,-0.0351300369283557,-1.0231867842087643,-1.29400048765646,-1.296766590307472,-1.0029866715235958,-2.0956980584016613,-0.642865727551799,-1.3504568025857666,4.36655760376995,0.0531956224350205,777720.0,13.56412312701874,0.6666666666666666,1.3507560651790154,0.0518289921891275,-0.5713523641519672,1.0,0.0,0.0,0.0,0.0,1.0
