LSOA21CD,rank,MSOA21CD,label,workplace_jobs,gva,raw_gva_per_workplace_commuter,adjusted_gva_per_workplace_commuter,jobs_pulled_to_target,dGVA_allocation,allocation_pct,total_inbound_delta
E01015473,136,E02003219,Swindon 008A,6086.0,496.2600000000007,0.08154124219520222,0.08650889707201716,376.9428608732738,-46.673577933873396,-0.36202730869636945,2.2737367544323206e-13
E01015503,1,E02003233,Swindon 022C,1244.0,3413.0470000000028,2.743606913183282,2.3192151083321972,83.3972161603607,180.71009397131138,1.4016921751186726,-3.055333763768431e-13
