LSOA21CD,LSOA21NM,MSOA21CD,MSOA21NM,log_total_GVA_2023,log_gva_per_worker_2023,is_swindon,Urban_rura_Urban,LU_pct_micro_2025_msoa,LU_pct_large_2025_msoa,log_enterprises_per_1k_residents_2025,turnover_diversity_1-HHI_2025_msoa,LU_diversity_1-HHI_2025,share_enterprises_kibs_2025_msoa,emp_rate,full_time_share,log_Mid-2024 population,IMD_decile,GVA_2025_predicted,log_GVA_2025_predicted,gva_2025_imputed
E01015523,Swindon 001E,E02003212,Swindon 001,3.094943923624939,11.247361815196118,Swindon,0.0,0.8870967741935484,0.0,5.101933697719972,0.7927272727272727,0.9120685311161502,0.3703703703703703,0.1663641863278886,0.2727272727272727,7.410951875583635,8,15.917,2.828,0
E01015524,Swindon 001F,E02003212,Swindon 001,1.7879187698421173,13.117754774087144,Swindon,0.0,0.8870967741935484,0.0,5.5008599231751285,0.7927272727272727,0.9120685311161502,0.3703703703703703,0.009033424,0.5,7.010311867307229,6,3.56,1.517,0
E01015525,Swindon 026A,E02006847,Swindon 026,2.131322163556825,12.131623846070656,Swindon,1.0,0.9555555555555556,0.0,4.972050209507223,0.730124392,0.8730864197530864,0.4545454545454545,0.0260586319218241,0.25,7.336936913707618,9,5.774,1.913,0
E01015526,Swindon 006A,E02003217,Swindon 006,2.3102555992982654,11.772766769228722,Swindon,1.0,0.9333333333333332,0.0,4.359526356543414,0.7462277091906722,0.8666666666666667,0.25,0.045045045,0.2857142857142857,7.349230824613334,8,6.509,2.016,0
E01015527,Swindon 007C,E02003218,Swindon 007,3.370119426091294,11.223726687346886,Swindon,1.0,0.92,0.0,4.111998639336884,0.756198347,0.8582230623818525,0.1904761904761904,0.2145308924485126,0.2,7.466799475018602,4,23.801,3.211,0
E01015528,Swindon 006B,E02003217,Swindon 006,2.337855707075965,11.73436890524765,Swindon,1.0,0.9333333333333332,0.0,4.019883583842686,0.7462277091906722,0.8666666666666667,0.25,0.0341841385597082,0.3333333333333333,7.693937325509272,2,6.401,2.002,0
E01015529,Swindon 006C,E02003217,Swindon 006,2.740065530534221,10.967387616194118,Swindon,1.0,0.9333333333333332,0.0,4.254824377101007,0.7462277091906722,0.8666666666666667,0.25,0.1446759259259259,0.6,7.455298485683291,5,11.707,2.542,0
E01015530,Swindon 006D,E02003217,Swindon 006,3.0792458737818085,10.9897549074815,Swindon,1.0,0.9333333333333332,0.0,4.023920461064759,0.7462277091906722,0.8666666666666667,0.25,0.160183066361556,0.4285714285714285,7.689828668736484,4,20.54,3.07,0
E01015532,Swindon 021D,E02003232,Swindon 021,3.26472834505029,10.686935350395911,Swindon,1.0,0.8955223880597015,0.0,5.165608708415521,0.7657550535077289,0.9048442906574394,0.4067796610169492,0.3394332939787485,0.391304347826087,7.43543801981455,6,28.906,3.398,0
E01015533,Swindon 024A,E02003235,Swindon 024,2.4986451758985138,11.400081462185671,Swindon,1.0,0.8764044943820225,0.0,5.5700145149918345,0.783207819,0.9056937255397046,0.4,0.081699346,0.4,7.333676395657684,10,8.711,2.273,0
E01015534,Swindon 024B,E02003235,Swindon 024,4.415400964058979,11.128685990811697,Swindon,1.0,0.8764044943820225,0.0,5.152685306477498,0.783207819,0.9056937255397046,0.4,0.5156854318865493,0.4166666666666667,7.752764808851328,7,84.834,4.452,0
E01015535,Swindon 024C,E02003235,Swindon 024,5.873736197456291,13.828498279758229,Swindon,1.0,0.8764044943820225,0.0,5.183495368222391,0.783207819,0.9056937255397046,0.4,0.1551418439716312,0.3571428571428571,7.721791776817535,9,322.738,5.78,0
E01015543,Swindon 003A,E02003214,Swindon 003,2.6393430030924194,11.08246557362274,Swindon,1.0,0.9375,0.0,3.697449186217745,0.7455621301775147,0.8533333333333333,0.25,0.1311475409836065,0.375,7.330405211844402,4,14.025,2.71,0
E01015544,Swindon 003B,E02003214,Swindon 003,2.0483377966285023,13.017745548849112,Swindon,1.0,0.9375,0.0,3.5344999627535785,0.7455621301775147,0.8533333333333333,0.25,0.008319468,0.3333333333333333,7.497761700622568,1,5.018,1.795,0
E01015545,Swindon 003C,E02003214,Swindon 003,2.1229798436943192,12.25568356122628,Swindon,1.0,0.9375,0.0,3.548604577734537,0.7455621301775147,0.8533333333333333,0.25,0.0196961170512099,0.4285714285714285,7.48324441607385,1,4.834,1.764,0
E01015546,Swindon 003D,E02003214,Swindon 003,2.057962510002712,13.028787226635616,Swindon,1.0,0.9375,0.0,3.5016935385871326,0.7455621301775147,0.8533333333333333,0.25,0.008042895,0.3333333333333333,7.531552381407289,1,5.032,1.797,0
E01015547,Swindon 008C,E02003219,Swindon 008,5.758930164641452,10.584109746910537,Swindon,0.0,0.8202247191011236,0.0112359550561797,5.9478446559248175,0.8165685595567866,0.9216639313218028,0.4052287581699346,2.0,0.375,7.602900462204755,9,201.122,5.309,0
E01015548,Swindon 008D,E02003219,Swindon 008,5.758930164641452,13.644356412862216,Swindon,0.0,0.8202247191011236,0.0112359550561797,6.1851460236113285,0.8165685595567866,0.9216639313218028,0.4052287581699346,0.2374920835972134,0.4,7.365180126021013,9,201.122,5.309,0
E01015549,Swindon 009A,E02003220,Swindon 009,6.128614385255216,12.474575721187843,Swindon,1.0,0.7555555555555555,0.0111111111111111,5.159782706928919,0.835820896,0.9091358024691358,0.3134328358208955,0.9043927648578812,0.2857142857142857,7.568379267836522,8,482.431,6.181,0
E01015550,Swindon 009B,E02003220,Swindon 009,3.886787245359885,11.16687483498519,Swindon,1.0,0.7555555555555555,0.0111111111111111,5.012989483218742,0.835820896,0.9091358024691358,0.3134328358208955,0.3009362460989745,0.2592592592592592,7.716015266642587,7,56.9,4.059,0
E01015551,Swindon 009C,E02003220,Swindon 009,6.128614385255216,13.464972022426036,Swindon,1.0,0.7555555555555555,0.0111111111111111,5.321288578443252,0.835820896,0.9091358024691358,0.3134328358208955,0.3951367781155015,0.3846153846153846,7.406103381237015,9,482.431,6.181,0
E01015552,Swindon 009D,E02003220,Swindon 009,5.225268064574461,11.231555132195725,Swindon,1.0,0.7555555555555555,0.0111111111111111,4.97818147451078,0.835820896,0.9091358024691358,0.3134328358208955,1.0546706844597504,0.1836734693877551,7.751045117971802,7,140.152,4.95,0
E01015553,Swindon 009E,E02003220,Swindon 009,2.4840729690394228,11.047726275896393,Swindon,1.0,0.7555555555555555,0.0111111111111111,5.436638889319068,0.835820896,0.9091358024691358,0.3134328358208955,0.1194539249146757,0.2857142857142857,7.290292882446597,8,9.194,2.322,0
E01015554,Swindon 009F,E02003220,Swindon 009,2.5073202446249003,11.227210345686006,Swindon,1.0,0.7555555555555555,0.0111111111111111,5.50340100473387,0.835820896,0.9091358024691358,0.3134328358208955,0.1094890510948905,0.5,7.223295679562314,6,11.251,2.506,0
E01015555,Swindon 005A,E02003216,Swindon 005,2.547646679609186,11.116887920261622,Swindon,1.0,0.8571428571428571,0.0,4.999649883524495,0.7664399092970522,0.895427795,0.2558139534883721,0.119945167923235,0.4285714285714285,7.286191714702382,5,9.45,2.347,0
E01015556,Swindon 005B,E02003216,Swindon 005,3.243021946696279,11.31493377037116,Swindon,1.0,0.8571428571428571,0.0,4.983444959263787,0.7664399092970522,0.895427795,0.2558139534883721,0.2022926500337154,0.3333333333333333,7.302496423727326,8,18.285,2.959,0
E01015557,Swindon 005C,E02003216,Swindon 005,3.2295783480013363,11.146791640825246,Swindon,1.0,0.8571428571428571,0.0,4.7715520152426585,0.7664399092970522,0.895427795,0.2558139534883721,0.1906318082788671,0.4285714285714285,7.515889085215125,8,21.889,3.131,0
E01015558,Swindon 005D,E02003216,Swindon 005,2.204531152518657,11.460527535930606,Swindon,1.0,0.8571428571428571,0.0,4.944704248867798,0.7664399092970522,0.895427795,0.2558139534883721,0.055123217,0.5882352941176471,7.341483852363161,1,8.031,2.201,0
E01015559,Swindon 005E,E02003216,Swindon 005,2.5406566648924924,11.109302230998562,Swindon,1.0,0.8571428571428571,0.0,4.988817077542082,0.7664399092970522,0.895427795,0.2558139534883721,0.1186440677966101,0.4285714285714285,7.297091005160418,6,10.534,2.445,0
E01015560,Swindon 005F,E02003216,Swindon 005,3.0795677794662235,10.99009232436567,Swindon,1.0,0.8571428571428571,0.0,4.601855842340121,0.7664399092970522,0.895427795,0.2558139534883721,0.1606241395135383,0.3571428571428571,7.687080155783135,9,18.156,2.953,0
E01015561,Swindon 014A,E02003225,Swindon 014,5.53287947727086,11.87706349070528,Swindon,1.0,0.75,0.0119047619047619,5.315627733083986,0.8411672978391624,0.9183673469387756,0.4307692307692308,1.0903426791277258,0.2857142857142857,7.381501894506707,8,222.471,5.409,0
E01015564,Swindon 014B,E02003225,Swindon 014,5.53287947727086,10.519776716064545,Swindon,1.0,0.75,0.0119047619047619,5.361953881783861,0.8411672978391624,0.9183673469387756,0.4307692307692308,2.0,0.1176470588235294,7.334981878871814,9,222.471,5.409,0
E01015567,Swindon 014C,E02003225,Swindon 014,3.612808017162641,11.409518595258351,Swindon,1.0,0.75,0.0119047619047619,5.2666406053390284,0.8411672978391624,0.9183673469387756,0.4307692307692308,0.2372479240806643,0.4375,7.430707082545968,7,35.604,3.6,0
E01015568,Swindon 014D,E02003225,Swindon 014,6.257569881960145,12.081607919643128,Swindon,1.0,0.75,0.0119047619047619,5.2490952909364665,0.8411672978391624,0.9183673469387756,0.4307692307692308,1.719114219114219,0.2372881355932203,7.448333860897476,7,621.443,6.434,0
E01015569,Swindon 022D,E02003233,Swindon 022,3.2548605385877107,10.410977619512616,Swindon,1.0,0.7671232876712328,0.02739726,5.233587298521412,0.8415637860082306,0.9290123456790124,0.2962962962962963,0.5179558011049724,0.6666666666666666,7.278628942320682,2,26.198,3.303,0
E01015570,Swindon 022E,E02003233,Swindon 022,3.2548605385877107,12.02039145146976,Swindon,1.0,0.7671232876712328,0.02739726,5.269968004558462,0.8415637860082306,0.9290123456790124,0.2962962962962963,0.1074498567335243,0.5,7.242082359256962,1,26.198,3.303,0
E01015571,Swindon 022F,E02003233,Swindon 022,2.3332112865358066,11.346238502991929,Swindon,1.0,0.7671232876712328,0.02739726,5.133084910781512,0.8415637860082306,0.9290123456790124,0.2962962962962963,0.06866417,0.3181818181818182,7.379632152609552,5,7.635,2.156,0
E01015572,Swindon 016B,E02003227,Swindon 016,2.5253285642869154,11.214011083292794,Swindon,1.0,0.75,0.0,3.8013970103214434,0.7916666666666666,0.8984375,0.25,0.1130561633843909,0.1935483870967742,7.22402480828583,2,10.046,2.402,0
E01015573,Swindon 016C,E02003227,Swindon 016,3.634212052771628,11.43150931455586,Swindon,1.0,0.75,0.0,3.255695807046564,0.7916666666666666,0.8984375,0.25,0.1662510390689942,0.375,7.786136437783072,1,49.586,3.924,0
E01015575,Swindon 016D,E02003227,Swindon 016,3.460032167383048,11.19153411444626,Swindon,1.0,0.75,0.0,3.817215293879956,0.7916666666666666,0.8984375,0.25,0.3150481838398813,0.4117647058823529,7.2078598714324755,1,25.656,3.283,0
E01015578,Swindon 012B,E02003223,Swindon 012,5.31776699036935,10.785542686799689,Swindon,1.0,0.7469135802469136,0.0123456790123456,5.395690552230779,0.8223140495867769,0.9096174363664076,0.2612612612612612,1.660735469,0.1666666666666666,7.835974581721566,6,195.951,5.283,0
E01015579,Swindon 012C,E02003223,Swindon 012,3.307948409442525,11.302368712657668,Swindon,1.0,0.7469135802469136,0.0123456790123456,5.768786313048819,0.8223140495867769,0.9096174363664076,0.2612612612612612,0.1868890166762507,0.3846153846153846,7.461640392208575,7,16.007,2.834,0
E01015580,Swindon 007D,E02003218,Swindon 007,2.4532439692791588,12.266796085993295,Swindon,1.0,0.92,0.0,4.144616736192668,0.756198347,0.8582230623818525,0.1904761904761904,0.029568303,0.4,7.433666540166168,4,6.346,1.994,0
E01015581,Swindon 012D,E02003223,Swindon 012,5.411422812653309,10.979718787358342,Swindon,1.0,0.7469135802469136,0.0123456790123456,5.8606065728499,0.8223140495867769,0.9096174363664076,0.2612612612612612,2.0,0.2105263157894736,7.369600720526409,8,219.221,5.395,0
E01015582,Swindon 012E,E02003223,Swindon 012,4.656442980165514,10.119608407100763,Swindon,1.0,0.7469135802469136,0.0123456790123456,5.516964894660899,0.8223140495867769,0.9096174363664076,0.2612612612612612,1.8758374274229568,0.1666666666666666,7.714231144849085,7,104.348,4.657,0
E01015584,Swindon 025B,E02003236,Swindon 025,2.6381998192011293,10.675777035526446,Swindon,0.0,0.8773584905660378,0.0,5.766667559557448,0.7713580246913581,0.9049483802064792,0.3666666666666666,0.2123142250530785,0.4166666666666667,7.254177846456518,8,16.596,2.868,0
E01015585,Swindon 025C,E02003236,Swindon 025,4.249865731071543,10.673271647634778,Swindon,0.0,0.8773584905660378,0.0,5.0777011713806,0.7713580246913581,0.9049483802064792,0.3666666666666666,0.5667729365922777,0.4375,7.945909598613133,8,49.622,3.924,0
E01015586,Swindon 025D,E02003236,Swindon 025,2.2582151452581054,11.520670103569108,Swindon,0.0,0.8773584905660378,0.0,5.807717195590578,0.7713580246913581,0.9049483802064792,0.3666666666666666,0.062684366,0.5882352941176471,7.213031659834869,10,9.333,2.335,0
E01015587,Swindon 025E,E02003236,Swindon 025,3.3274073076914,11.054298754806654,Swindon,0.0,0.8773584905660378,0.0,5.490656533338119,0.7713580246913581,0.9049483802064792,0.3666666666666666,0.2280042918454935,0.5294117647058824,7.5310163320779155,5,22.79,3.169,0
E01015588,Swindon 025F,E02003236,Swindon 025,2.7833431851376416,11.013583649145524,Swindon,0.0,0.8773584905660378,0.0,5.550103715853559,0.7713580246913581,0.9049483802064792,0.3666666666666666,0.1423690205011389,0.4,7.471363088187097,6,15.12,2.78,0
E01016180,Bracknell Forest 005A,E02003356,Bracknell Forest 005,3.455559296348166,11.18691583332557,Others,1.0,0.8888888888888888,0.0,5.367074916231337,0.7694675284702985,0.8899408284023669,0.5,0.3125,0.2941176470588235,7.215975002651466,8,25.881,3.291,0
E01016181,Bracknell Forest 005B,E02003356,Bracknell Forest 005,4.120109770108127,11.145034798070588,Others,1.0,0.8888888888888888,0.0,4.995094487854222,0.7694675284702985,0.8899408284023669,0.5,0.4425897824987355,0.2,7.589841512182657,10,53.49,3.998,0
E01016182,Bracknell Forest 005C,E02003356,Bracknell Forest 005,3.253895417969241,11.24620472482776,Others,1.0,0.8888888888888888,0.0,5.233753121606942,0.7694675284702985,0.8899408284023669,0.5,0.2090032154340836,0.3846153846153846,7.349873704738337,10,25.619,3.282,0
E01016183,Bracknell Forest 005D,E02003356,Bracknell Forest 005,2.348036355897963,11.409162085908882,Others,1.0,0.8888888888888888,0.0,5.376635099214073,0.7694675284702985,0.8899408284023669,0.5,0.077951002,0.2857142857142857,7.206377291472252,10,8.529,2.254,0
E01016190,Bracknell Forest 003A,E02003354,Bracknell Forest 003,5.212160170096862,12.625279567594836,Others,1.0,0.927536232,0.0,5.286392615900185,0.743260267,0.8638895076854534,0.6031746031746031,0.3745318352059925,0.1666666666666666,7.379632152609552,8,125.461,4.84,0
E01016191,Bracknell Forest 006B,E02003357,Bracknell Forest 006,2.4854065248296515,11.89646983750715,Others,1.0,0.8208955223880597,0.0,5.098011702265247,0.8281807372175981,0.900423257,0.4285714285714285,0.043579314,0.3333333333333333,7.451241684987676,8,14.483,2.74,0
E01016192,Bracknell Forest 014A,E02003365,Bracknell Forest 014,3.0523016250418853,10.827964684213782,Others,1.0,0.8727272727272727,0.0,5.113181279991271,0.770512287,0.8979591836734694,0.3777777777777777,0.2936857562408223,0.4375,7.217443431696533,7,22.044,3.137,0
E01016193,Bracknell Forest 015A,E02003366,Bracknell Forest 015,2.223758312448074,12.52355984910535,Others,1.0,0.88,0.0,5.079571379914148,0.7891156462585034,0.8872,0.4102564102564102,0.024570025,0.1666666666666666,7.108244139731541,8,8.286,2.229,0
E01016194,Bracknell Forest 014B,E02003365,Bracknell Forest 014,2.530278279006827,11.252179556923933,Others,1.0,0.8727272727272727,0.0,5.230843411761095,0.770512287,0.8979591836734694,0.3777777777777777,0.1239669421487603,0.5,7.099201743553092,10,10.732,2.462,0
