LSOA21CD,MSOA21CD,need
E01015471,E02006849,0.0
E01015473,E02003219,0.6643099101040173
E01015475,E02003226,0.0
E01015477,E02003226,0.5731288974589619
E01015478,E02003232,0.0
E01015479,E02003228,0.35845927814338907
E01015480,E02003226,0.20706867525051775
E01015481,E02003224,0.0014643263948759255
E01015482,E02003224,0.0
E01015483,E02003224,0.07046063731515417
E01015484,E02003224,0.0
E01015485,E02003224,0.0
E01015486,E02003224,0.07459752730898561
E01015487,E02003234,0.0
E01015488,E02003234,1.0183236092476786
E01015489,E02003234,0.5086874612824475
E01015490,E02003234,0.5057584772003778
E01015491,E02003234,0.0
E01015492,E02003234,0.15103453270689737
E01015493,E02003228,0.0
E01015494,E02003230,0.5648192917701333
E01015496,E02003230,0.016700055236242406
E01015497,E02003230,0.4879024309446618
E01015498,E02003232,0.0
E01015499,E02003229,0.03126475818475338
E01015500,E02003229,0.22314424594461313
E01015501,E02003233,0.43181227520533216
E01015502,E02003233,0.24066835585950752
E01015503,E02003233,0.0
E01015504,E02003229,0.0
E01015505,E02003229,0.0
E01015506,E02003218,0.0
E01015507,E02003218,1.3541767569081962
E01015508,E02003221,0.6634287228805311
E01015509,E02003221,0.0
E01015510,E02003221,0.42738966457279925
E01015511,E02003221,0.0806436968409967
E01015512,E02006849,0.0
E01015513,E02003215,0.7531409666219679
E01015514,E02003215,0.2775024520546827
E01015515,E02003215,0.2685445435962357
E01015516,E02003215,0.053190876958433275
E01015517,E02003215,0.2933918909828739
E01015518,E02006849,0.35819438309674556
E01015519,E02003212,0.5952024505420836
E01015520,E02003212,0.1785585371690459
E01015521,E02003212,0.0
E01015522,E02003212,0.11312845297738283
E01015523,E02003212,0.6030562690172729
E01015524,E02003212,0.3552830581608124
E01015525,E02006847,0.0
E01015526,E02003217,0.0
E01015527,E02003218,0.0
E01015528,E02003217,0.2492314473124626
E01015529,E02003217,0.1659951651139724
E01015530,E02003217,0.05370109429680481
E01015532,E02003232,0.232917033062503
E01015533,E02003235,0.20936359027580265
E01015534,E02003235,0.07618572112168476
E01015535,E02003235,0.0
E01015537,E02003231,0.0
E01015538,E02003231,0.0
E01015539,E02003231,0.07945941854062699
E01015540,E02003231,0.0
E01015541,E02003231,0.17307123933598678
E01015542,E02003231,0.23685355677070374
E01015543,E02003214,0.29558255309044235
E01015544,E02003214,0.021715542376014252
E01015545,E02003214,0.32630280248488
E01015546,E02003214,0.06094780264987598
E01015547,E02003219,0.26267341964809887
E01015548,E02003219,0.0
E01015549,E02003220,0.0
E01015550,E02003220,1.0409461759657987
E01015551,E02003220,0.0
E01015552,E02003220,0.053746522827882615
E01015553,E02003220,0.15481467477466415
E01015554,E02003220,0.24087588040561725
E01015555,E02003216,0.0
E01015556,E02003216,0.0
E01015557,E02003216,0.0
E01015558,E02003216,0.35655216428432146
E01015559,E02003216,0.3315397710358523
E01015560,E02003216,0.10590113265841028
E01015561,E02003225,0.0
E01015562,E02003222,0.0
E01015563,E02003222,0.19004823378026847
E01015564,E02003225,0.0
E01015565,E02003222,0.09974511350213788
E01015566,E02003222,0.3211837182896029
E01015567,E02003225,0.4150502401310603
E01015568,E02003225,0.0
E01015569,E02003233,1.3886741217516447
E01015570,E02003233,0.0
E01015571,E02003233,0.0
E01015572,E02003227,0.0
E01015573,E02003227,0.2719764352349636
E01015574,E02003228,1.048570240370629
E01015575,E02003227,0.0
E01015576,E02003228,0.0
E01015578,E02003223,0.0
E01015579,E02003223,0.25103277074851515
E01015580,E02003218,0.0
E01015581,E02003223,0.21567908554005033
E01015582,E02003223,0.0
E01015584,E02003236,1.1150314678014341
E01015585,E02003236,0.7003667747267972
E01015586,E02003236,0.056576534124218814
E01015587,E02003236,0.3734770345022036
E01015588,E02003236,0.0
E01032700,E02006847,0.6967155402826894
E01032701,E02006848,0.0
E01032702,E02006848,0.0
E01032703,E02006847,0.6775869871819871
E01032704,E02006848,0.0
E01032705,E02006847,0.08358748813409944
E01032706,E02003232,0.038104022636838764
E01032707,E02003232,0.0
E01032708,E02003223,0.6766214479265624
E01032709,E02006847,0.0
E01032710,E02006849,0.0
E01032711,E02006848,0.0
E01032712,E02006848,0.08422089575570135
E01032713,E02006847,0.0
E01032714,E02003230,0.26784333368582836
E01032715,E02003230,0.28994503725595067
E01032716,E02003223,0.001667951371796761
E01033841,E02003219,0.0
E01033843,E02003219,0.0
E01033845,E02003226,2.4213878696269306
E01033846,E02003226,0.5607404296702656
E01033847,E02003235,0.0
E01033848,E02003235,0.0
E01033849,E02003236,0.18718947057830082
E01033850,E02003236,1.0279401648532032
E01033860,E02006849,0.589608599093939
E01033861,E02006849,1.277836491015936
